Soil_Type,Soil_Moisture_%,Shear_Strength_kPa,Bearing_Capacity_kPa,Excavation_Depth_m,Retaining_Wall_Type,Support_System,Deformation_mm,Rainfall_mm_day,Temperature_C,Groundwater_Level_m,Seismic_Activity,Ground_Settlement_mm,Wall_Displacement_mm,Pore_Water_Pressure_kPa,Strain_Gauge,Risk_Level
Sand,5.452754596,60.41822515,318.4979428,3.875973043,Diaphragm Wall,Bracing,9.799009235,176.2971639,30.8270635,2.226492352,0,74.83188011,1.669660243,439.8051303,22.84184568,1
Rock,26.80309772,71.19800401,396.7804677,20.78537625,Diaphragm Wall,Anchors,47.18831911,83.18273086,32.37264829,7.174035554,0,86.87572305,19.28583564,450.6899917,42.30144462,2
Sand,28.30295706,229.080847,136.540781,17.37188065,Diaphragm Wall,Bracing,48.82448306,144.0666738,17.47901266,9.432983972,1,53.6554671,45.17796518,171.5022484,55.73450647,2
Silt,19.12832959,68.021084,411.1716323,5.78815524,Secant Pile,Bracing,18.81296647,183.6570071,6.786799157,5.277722091,1,75.18762444,11.94932939,65.74211974,88.85924946,2
Clay,22.4162706,67.81418194,590.5889184,7.658144678,Sheet Pile,Bracing,46.16430105,81.60809232,43.55584201,5.400291923,1,14.00645594,10.32565825,167.48006,32.60705023,2
Rock,28.06248453,53.02711881,195.0538249,18.33530603,Secant Pile,Bracing,27.24123378,38.25547421,26.4849436,4.610335681,1,34.82746154,48.49103926,175.4183055,13.35582659,2
Clay,22.68096586,289.1253496,496.2975581,11.00165556,Secant Pile,Bracing,13.48712329,103.4235862,12.45306356,3.258901434,1,38.95491645,1.250205643,459.212147,48.92722259,2
Clay,8.813476073,234.3770899,553.9493969,28.33452467,Sheet Pile,Anchors,35.11993605,181.6167374,5.425477331,4.756550309,1,51.12957462,39.28910752,342.1592298,74.67216017,2
Silt,19.407209,138.3128521,571.8507964,25.1059862,Sheet Pile,Bracing,32.94509033,160.8748828,30.21066407,6.028075323,1,92.90763603,16.06849779,86.76678182,10.98597571,2
Sand,20.16787616,124.1338953,580.0678022,29.55631458,Diaphragm Wall,Bracing,49.45626596,13.16596867,3.320089508,9.859915722,0,87.42965602,1.874397843,110.9203682,42.46834917,2
Sand,15.60326678,137.4258074,360.7298194,10.01111265,Diaphragm Wall,Anchors,13.25236437,138.51456,-0.555950606,9.377645593,0,13.45254923,45.89012701,120.0542565,1.778514126,2
Clay,23.41110589,243.6633828,588.653954,29.18253809,Secant Pile,Bracing,33.60297513,114.3795045,19.14086389,8.621529583,1,17.27896519,6.98211651,333.6897867,3.355918165,2
Rock,28.35917537,215.3426528,478.6551036,14.64331448,Diaphragm Wall,Bracing,2.601187751,181.4926353,5.949306595,8.891305357,0,35.76405496,27.58896419,380.9363115,48.29533632,1
Sand,28.13921282,96.29889197,180.8357181,12.38300747,Diaphragm Wall,Bracing,5.682301935,24.49628337,24.58978297,4.678491833,1,29.07438659,13.70271037,436.8397598,29.81972982,2
Rock,16.27098429,93.52733383,338.4500532,4.359437228,Sheet Pile,Anchors,0.195918748,106.8072226,-3.513372882,6.574443272,0,61.47709532,3.259640109,473.2864479,84.5107299,1
Sand,7.830951146,74.59891243,459.1655877,4.424661962,Sheet Pile,Bracing,49.97303405,175.8925387,26.02176075,8.950667229,1,90.27760478,2.496124283,140.7670508,60.21543061,2
Rock,29.62102997,215.0756799,223.6701579,21.68430391,Diaphragm Wall,Anchors,40.11368486,82.00475735,5.58130904,3.92950765,0,96.22915417,5.777834942,189.3976181,45.39329617,2
Silt,25.97245216,241.0931656,420.3075918,15.36408285,Sheet Pile,Anchors,39.33615074,96.39898355,-9.986638606,9.617624783,1,65.36029525,3.568350694,158.1452963,40.79353711,2
Rock,8.11656703,116.2616071,433.3002395,9.116083903,Diaphragm Wall,Bracing,25.48630376,14.09213553,-3.018516828,4.157860621,0,83.81592014,38.02790578,211.4427054,49.72454802,2
Silt,28.02104707,55.23624026,181.3498719,19.57719827,Sheet Pile,Bracing,15.00335415,55.62872809,41.34884578,6.010826654,1,52.52022002,24.27831011,461.5992983,4.043883121,2
Silt,26.74740905,70.54291687,382.5426562,9.827169193,Sheet Pile,Anchors,7.563214223,64.90132983,37.70450515,7.098047133,0,20.83269469,17.14460457,308.8006551,89.27933564,0
Rock,17.97095143,291.9650087,485.8134555,18.59605737,Sheet Pile,Bracing,14.23373694,189.0244897,2.848496762,9.505920131,0,52.46884121,20.91844551,382.1863538,99.83031557,1
Silt,19.78188589,123.8611944,349.4478323,12.69863617,Sheet Pile,Anchors,18.7985611,56.53347211,32.81045475,2.446162741,1,55.50826014,46.44733678,270.5536563,18.14871249,2
Clay,14.9750676,242.305787,106.0515584,25.23591012,Diaphragm Wall,Bracing,37.81550485,92.17374705,23.47143762,7.461309782,0,74.24575642,45.53759064,62.986061,12.03829648,2
Silt,6.369040971,206.1658922,104.5192345,25.15879634,Secant Pile,Bracing,26.98308945,134.2608847,43.39975913,5.208155861,0,21.98829897,35.78382401,78.8879687,14.35774634,2
Sand,13.37993104,145.4849099,278.514672,15.88846075,Sheet Pile,Bracing,3.874181328,32.43667448,10.54831127,2.685571406,0,36.83103821,44.23411887,292.0653641,66.10270582,2
Rock,25.07133621,101.4218155,563.0970342,12.47211595,Diaphragm Wall,Bracing,0.901450448,97.28847743,27.48033369,7.766068398,0,36.40274692,15.98240138,373.4550657,66.14408385,1
Clay,5.115800575,80.34660454,214.3383898,12.78911451,Diaphragm Wall,Bracing,5.116608977,147.7078079,-6.505535267,5.522222802,0,95.94395957,19.0554663,146.8987374,84.79241623,2
Rock,13.33747929,203.753242,417.1818444,24.75429219,Sheet Pile,Bracing,20.52493568,173.3710426,11.79360407,6.609738206,1,44.39449603,30.68560909,374.8593083,75.18263884,2
Sand,14.95421734,243.6584452,211.0379353,11.86084604,Secant Pile,Bracing,46.65964585,125.2518549,43.00997137,3.229010686,1,75.50939673,31.18129736,414.7995981,44.96896734,2
Sand,18.43489007,210.9760634,260.8349948,8.64460309,Sheet Pile,Bracing,31.87012406,133.8107031,19.64394809,4.812739518,0,75.08113814,24.0849919,235.3538653,61.28553616,1
Sand,27.99639041,182.5755333,524.0210448,5.286585231,Diaphragm Wall,Bracing,40.09129499,25.25669452,5.833372683,6.17354251,1,26.55441848,20.03289242,385.8886548,68.82846704,2
Silt,13.65864986,60.48780586,464.4307211,15.60071426,Secant Pile,Bracing,23.31872973,189.1552994,-3.385097028,4.049108143,0,57.18696894,49.30901558,231.8134776,51.27364703,2
Silt,13.67383005,292.1221944,147.6996387,16.01756667,Diaphragm Wall,Anchors,18.08330416,26.5148155,28.69405871,1.983725398,1,89.43028933,41.05618131,355.2577833,47.56509845,2
Rock,23.4375312,249.6785479,314.3510105,25.70453518,Sheet Pile,Bracing,5.420018636,154.9345874,25.46708239,9.616404923,0,47.51977195,21.74900989,393.7986722,64.50974456,2
Rock,16.30544852,123.2055092,114.5848818,8.973444804,Secant Pile,Bracing,43.79665111,52.96326436,10.56662925,5.1146754,0,94.51175073,36.36462386,496.3669782,55.7474549,2
Clay,10.61512057,294.9925823,340.4450733,13.28676439,Diaphragm Wall,Bracing,39.15800145,186.7186287,42.30177435,7.339203703,0,21.44582293,13.47808466,205.4284979,64.39423053,1
Clay,16.3109879,200.4703974,431.2170059,24.82695495,Diaphragm Wall,Bracing,8.40590488,143.9919079,-8.778845286,4.110471936,0,7.415910577,5.008466312,234.9683513,61.2854774,2
Rock,8.521425509,195.6056646,159.2513118,25.23783749,Diaphragm Wall,Bracing,25.61302819,150.7627426,6.70481184,3.55131764,1,89.14538731,17.62155128,124.5290267,71.91965605,2
Silt,9.409674663,237.0182949,244.4424695,13.38449905,Sheet Pile,Bracing,24.3687404,43.81183461,40.65882175,4.071642985,1,84.7681198,20.14864001,141.8328763,64.28035088,2
Sand,17.45919432,252.942447,298.9183128,15.39634863,Secant Pile,Bracing,31.25457763,88.60799533,7.651449108,4.091966438,1,99.25898759,0.826856228,362.0277512,51.97424864,2
Rock,15.47313624,214.1196518,559.7655123,11.18871905,Sheet Pile,Bracing,47.3093447,123.5626389,3.873905862,5.441801159,0,67.93934881,40.73960008,462.6705156,68.17968113,2
Clay,27.87114753,82.02393659,596.6275077,28.17898172,Sheet Pile,Anchors,28.98857209,153.9947236,19.38212255,5.4346987,1,93.66879267,17.95967012,227.5722282,44.94819652,2
Silt,14.05984748,134.5668765,122.4556495,6.203381675,Sheet Pile,Bracing,27.01086334,20.79187518,35.30909625,4.971538159,1,82.69490251,29.02090829,130.9300011,24.1671226,2
Rock,19.51470876,282.0209101,480.5039617,28.21123442,Secant Pile,Bracing,2.516146647,192.4730633,-4.326928152,1.347857849,0,84.44263331,3.698159364,178.2947747,0.141822013,2
Rock,20.8066072,106.153903,285.8620332,21.4643942,Sheet Pile,Bracing,3.145373801,178.0441341,41.86613903,4.960754785,0,56.91415705,8.749841438,254.7732672,55.99641471,2
Silt,5.327361415,143.041756,296.2290931,17.35244812,Sheet Pile,Anchors,9.367339566,54.0697181,33.72900846,1.691039004,0,38.23645979,44.48468627,180.7926482,59.06552266,2
Rock,21.5884343,158.0192207,477.1324867,3.881794641,Sheet Pile,Bracing,1.623538585,164.5520486,-0.031235945,1.261357863,1,93.45580725,30.43437639,155.1105874,97.20489648,2
Silt,9.450899172,159.8512474,559.2132161,15.84109718,Sheet Pile,Anchors,37.16764478,103.6647846,29.16043787,9.326457173,1,43.21171756,47.51420251,381.1930199,36.14783341,2
Sand,29.02675794,203.2348956,575.4642973,14.00919884,Diaphragm Wall,Anchors,36.1665152,92.36129631,11.17272975,6.049500131,0,53.88193672,49.93750172,53.53021456,39.41332428,2
Silt,8.716568194,285.7689594,388.561293,7.352907923,Sheet Pile,Anchors,6.802811722,62.88682116,12.12620729,6.594900581,1,44.61143071,18.59300577,292.6537373,20.17995813,2
Silt,15.36560309,110.173178,278.5605797,20.72305929,Diaphragm Wall,Bracing,41.80394504,116.1937173,33.08095508,4.017936703,0,56.4818314,14.9401532,407.1950632,7.053429524,2
Silt,7.133741702,80.37534408,493.7745429,29.2210745,Sheet Pile,Anchors,7.739301742,145.9778235,42.95316444,9.089808919,1,47.0505079,42.91780276,169.8027288,77.28044929,2
Rock,29.9218563,99.36762246,225.5006916,18.1790979,Secant Pile,Bracing,15.05877935,82.18658099,-3.033926993,6.379304896,0,4.796755858,49.93057135,321.4811798,24.96810643,2
Rock,17.55487526,271.7312251,382.0370144,22.29833846,Diaphragm Wall,Bracing,12.44884496,125.8438386,13.13466303,7.691698695,1,88.2048186,31.48206171,351.0050475,60.8904861,2
Silt,19.88462543,211.4527032,279.2892308,4.848162219,Diaphragm Wall,Bracing,18.61535493,139.8625842,16.45178844,3.68562469,1,44.43938189,39.75703613,344.7611134,68.77730355,2
Rock,6.676911935,121.4766973,428.3155369,14.27700889,Diaphragm Wall,Bracing,12.73318829,142.2243634,10.69714993,9.600118808,1,58.89436485,39.08729294,250.6323354,47.12366873,2
Clay,23.74901176,253.9867347,220.1994564,6.141679099,Diaphragm Wall,Anchors,24.44754632,10.39321963,9.975401804,8.204612902,0,13.91878028,17.76698541,205.9600945,87.6352113,0
Clay,10.24763983,265.3424991,195.7964729,19.54548756,Secant Pile,Anchors,20.37039407,171.9495611,-7.125223284,8.53948463,0,0.338784798,28.71351901,426.1658329,44.3794841,1
Rock,27.45135724,261.6285847,559.1195433,28.33901827,Sheet Pile,Bracing,49.32847454,91.65066295,27.70462413,1.721942674,0,24.52900936,41.65284706,391.3006806,28.4908623,2
Rock,10.12849101,279.7316334,150.9018415,20.86799878,Diaphragm Wall,Anchors,2.796317506,52.48321634,13.99179294,2.709632079,1,70.45860321,34.40569381,194.564828,89.6015523,2
Silt,9.767193017,113.060255,352.9789539,5.073682304,Secant Pile,Anchors,7.109068819,48.3529015,0.713659145,2.856265997,0,9.919453011,1.058190699,96.3586375,86.15642842,0
Sand,5.913741696,238.7604822,210.4263915,12.57598753,Diaphragm Wall,Bracing,2.641294695,96.60282257,34.88184263,2.709092232,1,90.88874404,16.83528344,82.31339545,16.40399471,2
Rock,16.80167363,165.1348743,119.4649817,17.86791124,Sheet Pile,Anchors,31.29205975,177.3663079,34.14084115,8.554081621,0,21.50225694,7.22378483,92.42419005,2.596101835,1
Clay,19.12102833,260.4996382,118.0094091,13.88660942,Diaphragm Wall,Anchors,2.725463871,75.66951634,16.75153954,0.318847952,0,20.45936143,11.6486106,312.2912125,8.998555635,1
Silt,6.642715986,232.1226693,187.6108861,25.50838828,Secant Pile,Bracing,41.82198687,149.9451494,6.414786363,0.76099989,1,18.15079616,45.27447387,73.24797912,28.65473986,2
Rock,24.38819042,244.1118616,533.3851773,24.99611713,Sheet Pile,Bracing,25.59693153,19.3637462,25.09509992,2.739148706,1,1.398171297,1.844664446,201.6170937,97.22598017,2
Clay,16.33222087,214.0404594,241.239372,19.51943754,Secant Pile,Bracing,26.35038123,95.21134043,5.848367468,1.998729746,0,77.18054685,10.9900356,388.9398659,55.85161532,1
Clay,18.10975673,94.35719237,575.2295853,13.08336452,Sheet Pile,Bracing,28.07972539,198.3372281,2.980436168,2.318596139,0,87.50345312,15.47846761,182.4566749,37.3261732,2
Sand,16.01906867,186.2567297,390.8111465,9.894082092,Sheet Pile,Bracing,8.540685315,154.0875606,30.17830597,7.979431893,1,61.41627026,30.8442036,393.4886347,88.87160946,2
Silt,15.01907652,296.1674349,318.3070949,5.858606592,Sheet Pile,Anchors,9.884515156,42.10569769,-7.782111815,5.631265939,1,18.81999817,26.7050845,385.4601672,45.31363315,2
Silt,18.99100828,284.3470166,390.0444173,12.58223745,Diaphragm Wall,Bracing,15.94086614,100.2882947,-4.787734093,0.057706613,0,28.52779969,10.91347414,160.6222097,31.52386284,1
Sand,8.881006148,60.79343395,358.3491926,14.15565796,Secant Pile,Bracing,29.67482079,46.72495273,-9.626650429,4.293227657,1,47.59266974,8.212053361,377.969981,94.12195287,2
Sand,9.548203262,91.20370393,479.3881269,21.24721898,Secant Pile,Bracing,10.5058888,81.91218545,-1.588124744,4.078849269,0,95.43459516,11.83990173,386.4994872,84.95176662,2
Silt,26.54464053,82.93219336,241.248033,20.77031526,Secant Pile,Anchors,5.816586357,156.0168047,-6.205549521,1.139452694,0,24.73513718,25.12648134,228.8542666,84.36683754,2
Silt,28.65288655,231.4949775,276.5251958,4.89291977,Sheet Pile,Bracing,48.50584432,154.2449631,44.76913023,6.761417886,0,73.16459039,13.55888929,144.6892177,51.22847431,1
Rock,14.33273291,254.4463325,547.0471513,13.67200152,Diaphragm Wall,Anchors,1.09909074,45.62007558,5.884548347,7.020971884,1,43.94482233,47.38012508,284.5718631,78.94383988,2
Rock,11.76861683,103.3778416,573.2282566,7.908029415,Sheet Pile,Anchors,40.13487027,184.4446636,-1.790259303,7.208932191,0,29.78473484,23.19326107,464.6289146,17.93533593,1
Sand,21.09998858,176.4631732,546.2791137,7.233943044,Secant Pile,Bracing,39.40175748,118.5136366,3.25479419,7.284709456,0,45.5915937,2.939800827,337.8275296,57.32229576,1
Rock,15.21835428,260.175757,309.723997,25.33715804,Diaphragm Wall,Bracing,14.86070569,75.98485819,41.48690643,0.000528269,1,7.120671754,36.46332029,127.8151239,98.38459228,2
Clay,5.634658892,233.2003862,490.1827515,4.131710851,Diaphragm Wall,Anchors,6.7813308,100.3871162,18.60881227,9.539208038,1,79.86873709,16.44226441,357.2406161,29.09584305,2
Rock,8.903814934,185.5593014,338.1678667,14.31793765,Diaphragm Wall,Bracing,7.281432335,121.0142507,10.0649953,8.142087671,1,24.3301928,32.6744466,242.2413623,79.43523292,2
Rock,22.89930572,197.5869226,348.7699261,7.541498706,Secant Pile,Anchors,34.87158086,111.9781064,38.03653019,9.039816966,0,72.54121232,13.97971853,316.1879588,49.04784072,1
Clay,21.47309855,177.0901367,202.3400545,26.74191582,Diaphragm Wall,Anchors,32.14032955,97.28100711,11.72446488,0.156432953,1,6.834837145,28.53718709,380.3288158,3.980568322,2
Sand,5.677399813,124.3871128,395.5651516,18.04009386,Diaphragm Wall,Bracing,39.13728371,100.9865608,8.425471348,9.338587958,1,95.50985562,38.60762524,281.7263082,76.30193978,2
Clay,10.54930405,191.2554982,193.0679489,9.247277182,Sheet Pile,Bracing,46.87405862,35.28238209,1.40053874,8.097885287,0,19.30149854,46.40043709,416.2927886,16.85691444,2
Rock,10.77686991,222.2213255,265.7823495,16.56553675,Sheet Pile,Bracing,34.59636816,162.5465809,10.77882532,8.37219143,0,88.27420762,13.05635722,374.9700107,63.14735671,2
Sand,21.79731859,268.330729,527.5151008,22.75013171,Diaphragm Wall,Anchors,7.792576828,108.352064,7.417639581,0.932873847,0,80.94732096,16.74284755,326.783003,8.566419405,2
Rock,5.492763444,209.0728385,203.5379046,28.86918624,Diaphragm Wall,Bracing,12.17213084,26.21597234,27.25171776,7.387780289,0,96.78599241,23.21332101,117.8567671,94.68673975,2
Clay,7.60271455,240.2803843,135.5791426,8.952042115,Sheet Pile,Bracing,42.10968654,153.2314203,5.927048757,9.599166896,1,47.78906609,46.35874189,426.1770999,29.17238872,2
Clay,24.99790213,90.01790874,134.5037963,26.92690785,Sheet Pile,Bracing,10.46530379,186.4887957,21.74598605,6.785473414,0,72.73972938,45.06934284,471.1575134,22.64646917,2
Rock,9.463616551,165.3893686,570.3922603,28.22621108,Sheet Pile,Bracing,3.626115848,189.4613798,-6.375930923,5.705614046,1,37.0710657,4.493914005,111.6343057,12.91364041,2
Silt,21.3186527,52.33290496,353.460219,27.7433547,Secant Pile,Bracing,35.1640027,73.80354648,0.520903618,9.456296777,0,18.4368238,6.596491288,269.7085082,94.60021933,2
Silt,10.95456953,111.6697161,304.7060359,20.15618764,Secant Pile,Bracing,20.12631777,27.10337471,12.40728994,4.429371217,0,44.30759329,24.77545887,166.4999339,71.19037424,2
Clay,7.486034819,231.6154288,505.4392905,20.00515767,Sheet Pile,Bracing,46.00200263,103.6799253,41.53220896,5.992935663,1,16.57490154,5.33096364,389.5354883,74.16608887,2
Clay,11.07930477,297.9524878,517.912964,13.8866871,Diaphragm Wall,Anchors,32.51275355,22.52184587,10.74885921,4.763382935,1,98.20446228,17.27904367,374.7333362,49.94045614,2
Silt,23.0566733,74.7945249,266.0955166,23.31474282,Sheet Pile,Bracing,4.52094889,186.7974837,26.52407667,9.328462214,1,9.624649114,7.419268911,113.3983043,47.47277853,2
Silt,26.3924117,150.373579,446.8090287,17.3449385,Secant Pile,Anchors,47.39282836,36.71592547,4.029797233,0.760847268,0,58.92117235,31.80201776,444.6622721,11.0021243,1
Rock,25.75549661,250.0177422,485.5614079,21.29082792,Diaphragm Wall,Anchors,12.92786318,50.55317199,-3.013153321,5.011197008,0,62.64638553,47.47477159,131.4378788,55.98410956,2
Rock,14.92958824,101.0089087,427.3253434,14.5683634,Secant Pile,Anchors,16.86062452,81.32730538,-6.780486996,6.869524414,1,53.80795429,49.83668851,408.7665615,24.69164951,2
Silt,21.70212841,188.7712373,175.7975374,22.75040453,Diaphragm Wall,Bracing,20.11302068,76.63289371,6.79774242,7.919065384,1,66.21858857,18.76205662,255.6411618,97.71453328,2
Rock,10.12460739,233.267824,537.9415418,25.26073098,Secant Pile,Anchors,2.56121482,158.9325785,-1.328643526,5.830186474,0,11.6180775,29.95063186,197.7225321,79.658094,2
Rock,12.32869326,203.9963626,369.5472764,6.953778928,Diaphragm Wall,Anchors,24.82577111,91.26336411,-0.429425359,9.089177441,1,55.50185242,42.81338268,121.2076682,41.29920602,2
Sand,27.40839546,97.00618365,241.2362132,25.48910232,Diaphragm Wall,Anchors,6.165924554,34.153652,31.84176196,9.419914469,1,28.72125711,5.87310364,125.4264153,15.13412587,2
Rock,5.325048088,138.8461422,312.6140927,17.58800636,Diaphragm Wall,Bracing,20.04851633,53.4419791,-9.128906098,0.643192232,0,94.01760633,34.47822055,347.8507496,78.53316911,2
Clay,7.137713271,245.9479461,118.7855452,25.80597955,Diaphragm Wall,Anchors,17.5354894,101.822677,20.67955692,4.023705395,1,76.20716534,20.44218309,297.6936746,12.20537671,2
Rock,10.19715638,188.5566285,163.9334006,14.64514607,Secant Pile,Anchors,38.64200417,29.49078349,10.87037593,0.234590217,0,97.25144822,10.30730801,104.9384397,18.93337535,2
Rock,5.663305097,51.30740339,482.7733753,13.23409311,Secant Pile,Bracing,40.15852558,122.3311351,17.86024999,3.294166574,0,3.755606974,20.13768094,100.7140372,21.15205177,1
Silt,9.535885877,240.24769,100.0058174,27.70663978,Diaphragm Wall,Bracing,7.670644119,113.1494613,20.95566305,5.36868218,0,28.51331752,3.798014348,82.53975865,55.68906383,2
Clay,19.57603902,58.82783874,308.2829142,9.781570224,Diaphragm Wall,Anchors,18.32755937,142.9404633,7.235223195,9.107949305,1,19.54225866,34.77035743,384.6953063,78.7056654,2
Rock,15.53561376,236.4334457,361.2550905,25.79373278,Secant Pile,Bracing,18.66765805,187.5409231,6.23098731,8.465543225,1,1.115458731,12.63713344,370.3469384,31.43148787,2
Rock,27.31679278,100.62014,127.31721,16.06855546,Diaphragm Wall,Bracing,7.570522197,182.4509122,30.33710171,1.274997267,1,24.23257302,15.57028225,76.29394588,8.466981428,2
Sand,25.43608904,289.51837,586.5390815,16.88057695,Diaphragm Wall,Bracing,39.92267525,189.2151236,37.92023435,0.930303747,1,67.87759835,6.054064912,302.121534,46.45384635,2
Rock,13.54543379,141.9851878,213.0626656,11.3286436,Diaphragm Wall,Bracing,35.36141642,48.9431194,0.591989785,5.892673388,0,23.10889221,43.23295569,88.10426986,74.81102412,2
Rock,11.48558584,131.7329041,252.0993598,18.47213942,Sheet Pile,Bracing,9.519089315,26.31306133,-4.630968171,5.321179725,0,50.90034455,24.67221396,456.6855968,22.16638431,1
Sand,14.4923102,87.22201258,251.9712561,11.7807023,Diaphragm Wall,Bracing,18.33609543,60.4553401,39.37876935,2.663776414,1,88.7818115,28.60734389,458.2028386,21.9924548,2
Silt,19.75737356,126.4010539,215.2083311,4.060274185,Sheet Pile,Bracing,5.290251243,179.0170346,9.244250501,8.994530846,1,69.37579203,28.47163415,364.2048454,94.72270273,2
Rock,11.70159102,269.1626905,100.736911,10.34396234,Diaphragm Wall,Anchors,31.41032985,194.4106949,20.32245649,9.273664095,1,39.46290699,20.52465573,466.7850146,95.41537271,2
Sand,20.6037227,299.0835844,464.672397,3.172234172,Secant Pile,Anchors,6.068596227,171.8649902,9.774872949,4.026114383,1,37.24689389,9.626495772,415.1538637,99.04657321,2
Clay,15.2352913,142.0773826,583.4227499,29.41557925,Sheet Pile,Anchors,49.29670843,22.00354423,-3.080871501,8.903025571,0,45.5735814,37.25663742,422.8423592,80.76596016,2
Silt,18.80117952,162.1526577,212.1467416,29.07517467,Sheet Pile,Anchors,39.03410373,189.4855996,22.41324047,3.839488943,1,17.70414411,6.352813268,306.3685328,18.81841692,2
Clay,15.90316323,230.5177346,431.5235959,13.66919303,Diaphragm Wall,Bracing,19.51192748,84.67160547,18.88274685,7.368168318,0,63.40007674,5.193689514,187.7266392,21.19815208,1
Clay,12.36164399,271.5489451,470.9481635,22.66601307,Diaphragm Wall,Anchors,28.92819661,1.862058152,1.164645756,4.759422175,1,36.41528191,35.50725188,148.0096018,34.02252415,2
Sand,28.71133267,198.2610835,524.2126895,12.33676466,Sheet Pile,Bracing,45.56709081,88.47874815,14.85279746,1.225831565,1,85.23653493,10.44185102,197.2400099,31.81325313,2
Rock,24.09014485,147.8814245,311.3145985,21.11951524,Secant Pile,Anchors,27.70496402,9.213833935,33.83211272,9.279342012,1,75.65526601,15.33863757,332.8229435,95.65277491,2
Sand,8.502829394,153.1554602,251.4654528,24.74661116,Secant Pile,Anchors,8.72492432,108.7755842,22.47343567,4.540965934,0,61.05131641,23.76137335,127.6954411,78.90739829,2
Sand,26.7116994,223.9045366,262.647567,28.56241861,Diaphragm Wall,Bracing,18.93516778,67.71080549,-4.669547011,7.344870403,1,36.42022226,22.46756584,166.3881065,72.40087922,2
Sand,17.18577996,50.8045659,456.3106665,13.80573145,Secant Pile,Anchors,42.15724325,94.68698672,20.14118235,3.671738144,0,20.99318317,35.42895625,260.6273883,18.59632241,1
Sand,27.36380567,204.8973344,508.3897333,24.14904554,Secant Pile,Anchors,32.2106508,122.6340721,28.65060646,0.188808786,0,77.61518641,31.17158967,154.8725443,90.95255594,2
Silt,24.9963814,138.8732526,190.8069839,10.18006817,Diaphragm Wall,Anchors,32.53621922,173.7602192,33.59868732,1.005303587,1,48.6409099,32.21980811,314.8896514,82.78703795,2
Rock,15.63033761,248.5493328,285.4705041,29.7389722,Secant Pile,Bracing,43.34107428,132.3803153,24.60146682,4.962194795,0,22.47500382,35.70271653,465.4292128,16.36418413,2
Clay,5.561732708,73.24765996,550.9700984,3.695779167,Diaphragm Wall,Anchors,44.69865287,86.8097737,-1.60380095,6.899643571,0,19.5174615,14.63063637,386.6402146,87.1170332,0
Clay,11.71693398,197.0505667,503.3467598,19.29527778,Sheet Pile,Bracing,45.98962859,163.8855707,29.05952966,3.347353266,0,16.54009045,16.11666559,349.8919764,27.22475364,1
Rock,18.54085537,170.2432225,592.4292014,20.8066615,Diaphragm Wall,Bracing,4.742459663,181.1164275,27.25380153,6.954884592,1,77.71611962,21.89988739,312.2246642,8.086974583,2
Clay,20.8369555,210.5813815,477.1241298,21.57723004,Sheet Pile,Anchors,27.2063001,23.95199329,-8.656521438,6.986355894,0,22.89871853,15.37310865,269.5765592,65.68223065,2
Rock,11.44719214,66.21339862,296.5976005,6.250464627,Sheet Pile,Anchors,37.02547606,106.3865955,12.64612172,7.039359073,0,52.66422635,49.24689345,133.9537368,65.38046594,2
Clay,8.483901852,194.9959469,395.318917,28.34030415,Secant Pile,Anchors,37.84634226,56.90239195,8.312263583,4.92521854,1,45.1546361,40.70259632,452.6197049,9.493200957,2
Sand,25.87325592,190.371147,430.5071271,7.891948534,Secant Pile,Bracing,30.3358101,9.412239575,26.81766353,9.148861501,1,57.96108992,8.232734413,161.8412009,31.88518089,2
Clay,29.61005452,190.1650236,139.2279082,19.81434189,Secant Pile,Bracing,8.339366759,133.709339,1.887469677,4.89196518,0,87.71549004,0.279707794,91.08899491,99.28144623,2
Rock,18.14225456,200.8719166,372.2484796,9.012254136,Diaphragm Wall,Bracing,39.8710277,172.5541555,22.49795576,4.502651935,0,86.77473901,2.139163412,387.5068307,67.8426667,2
Rock,9.291982146,219.1169843,454.6604142,11.29484326,Secant Pile,Bracing,36.00556668,32.5805309,40.2263279,1.99380819,0,45.10760718,12.20317255,129.0269904,73.00751666,1
Rock,11.80768316,251.2472499,183.660652,17.75438063,Sheet Pile,Bracing,4.306788577,162.4827315,33.87913047,3.076550874,0,1.536625073,5.714564292,217.3531998,21.29172856,1
Rock,5.459766914,117.45518,490.3158587,14.2642223,Secant Pile,Bracing,23.19049123,170.6791467,40.68017549,0.423344925,1,42.64438057,26.66690574,62.72821773,7.8782071,2
Rock,27.85747016,256.2623525,391.8863903,7.326091226,Secant Pile,Bracing,8.698869976,182.8680885,43.81782818,6.335352936,1,60.61935374,42.89976114,111.6805741,27.69016897,2
Silt,7.943777072,174.5639206,576.1108928,7.615282865,Diaphragm Wall,Anchors,16.87385229,53.05701782,-9.413143015,2.485357439,0,55.77647591,36.83751105,127.9416338,24.88983852,1
Silt,19.41291189,69.26456978,121.2111491,14.28990928,Diaphragm Wall,Anchors,0.90405461,180.790613,24.2507702,3.041552545,1,65.13361058,10.78045315,74.48455749,23.45441007,2
Clay,11.85138052,64.63773231,232.6630688,23.44664041,Sheet Pile,Bracing,20.01649342,64.13255095,12.70616688,7.708145217,0,15.40757325,19.9649628,345.4956305,19.27543219,2
Rock,18.85445006,133.5595797,400.7769396,27.24504546,Diaphragm Wall,Bracing,27.49384606,110.4676027,37.29199697,3.272211832,1,64.65350988,25.39471048,426.6535081,57.47556907,2
